Wed Apr  9 21:50:42 2025    profile_output

         477557 function calls (430108 primitive calls) in 2.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
      175    0.000    0.000    0.000    0.000 transforms.py:1758(<lambda>)
        2    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        1    0.000    0.000    0.000    0.000 gridspec.py:412(get_subplot_params)
       77    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2512(cumsum)
        1    0.000    0.000    0.000    0.000 function_base.py:2367(__call__)
       10    0.000    0.000    0.000    0.000 transforms.py:1837(is_separable)
       66    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 _parser.py:77(get_token)
      256    0.000    0.000    0.000    0.000 text.py:904(get_text)
        6    0.000    0.000    0.000    0.000 traitlets.py:727(_cross_validate)
       63    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 _base.py:222(__init__)
       12    0.000    0.000    0.000    0.000 category.py:129(__call__)
       40    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        4    0.000    0.000    0.000    0.000 session.py:600(msg_id)
       40    0.000    0.000    0.000    0.000 profiler.py:81(_set_is_profiler_enabled)
      103    0.000    0.000    0.000    0.000 stride_tricks.py:542(<genexpr>)
       56    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       42    0.000    0.000    0.000    0.000 transforms.py:242(x0)
       60    0.000    0.000    0.000    0.000 transforms.py:1773(__array__)
       80    0.000    0.000    0.000    0.000 profiler_util.py:851(<genexpr>)
       20    0.000    0.000    0.000    0.000 patches.py:734(get_path)
       21    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       39    0.000    0.000    0.000    0.000 text.py:298(set_rotation_mode)
      182    0.000    0.000    0.000    0.000 artist.py:1128(sticky_edges)
       37    0.000    0.000    0.000    0.000 text.py:1335(set_parse_math)
        2    0.000    0.000    0.000    0.000 _base.py:226(set_prop_cycle)
        6    0.000    0.000    0.000    0.000 artist.py:754(set_clip_box)
       20    0.000    0.000    0.000    0.000 profiler.py:1146(init_step_count)
        2    0.000    0.000    0.000    0.000 transforms.py:799(null)
      150    0.000    0.000    0.000    0.000 {built-in method math.sin}
        6    0.000    0.000    0.000    0.000 artist.py:1093(set_label)
       20    0.000    0.000    0.000    0.000 profiler.py:492(_default_schedule_fn)
       36    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       39    0.000    0.000    0.000    0.000 lines.py:1256(set_markersize)
        6    0.000    0.000    0.000    0.000 {built-in method now}
      174    0.000    0.000    0.000    0.000 multiarray.py:741(dot)
       21    0.000    0.000    0.000    0.000 transforms.py:137(__setstate__)
       14    0.000    0.000    0.000    0.000 iostream.py:138(_event_pipe)
        1    0.000    0.000    0.000    0.000 function_base.py:2337(_call_as_normal)
        2    0.000    0.000    0.000    0.000 calc_func.py:75(calculate_upsample)
       24    0.000    0.000    0.000    0.000 transforms.py:332(intervalx)
       43    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       14    0.000    0.000    0.000    0.000 profiler_util.py:914(add_column)
      232    0.000    0.000    0.000    0.000 text.py:1331(get_usetex)
       24    0.000    0.000    0.000    0.000 category.py:158(_text)
        2    0.000    0.000    0.000    0.000 _base.py:3497(get_xbound)
        2    0.000    0.000    0.000    0.000 ticker.py:1649(view_limits)
        2    0.000    0.000    0.000    0.000 axis.py:1853(set_minor_formatter)
        3    0.000    0.000    0.000    0.000 threading.py:588(__init__)
      152    0.000    0.000    0.000    0.000 figure.py:2761(_set_dpi)
       10    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       11    0.000    0.000    0.000    0.000 cbook.py:2309(_unpack_to_numpy)
       18    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        4    0.000    0.000    0.000    0.000 axis.py:1265(_set_artist_props)
        1    0.000    0.000    0.000    0.000 gridspec.py:206(_check_gridspec_exists)
       37    0.000    0.000    0.000    0.000 text.py:321(set_antialiased)
        1    0.000    0.000    0.000    0.000 serialization.py:749(_open_file_like)
       39    0.000    0.000    0.000    0.000 lines.py:1041(set_antialiased)
       20    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
       48    0.000    0.000    0.000    0.000 {built-in method math.log10}
       37    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        4    0.000    0.000    0.000    0.000 session.py:198(utcnow)
        4    0.000    0.000    0.000    0.000 {method 'copy' of '_hashlib.HMAC' objects}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(_set_new_active_manager)
        5    0.000    0.000    0.000    0.000 _methods.py:67(_count_reduce_items)
       20    0.000    0.000    0.000    0.000 PngImagePlugin.py:692(_accept)
        1    0.000    0.000    0.000    0.000 function_base.py:2443(_vectorize_call)
       40    0.000    0.000    0.000    0.000 Image.py:511(width)
       24    0.000    0.000    0.000    0.000 ticker.py:1615(raise_if_exceeds)
       80    0.000    0.000    0.000    0.000 profiler_util.py:825(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'set_result' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:1512(_notify_trait)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1719(__init__)
       20    0.000    0.000    0.000    0.000 lines.py:936(get_markeredgecolor)
        1    0.000    0.000    0.000    0.000 Image.py:2936(new)
      220    0.000    0.000    0.000    0.000 inspect.py:2796(default)
        2    0.000    0.000    0.000    0.000 _base.py:3547(get_xlim)
        2    0.000    0.000    0.000    0.000 axis.py:1909(set_minor_locator)
       40    0.000    0.000    0.000    0.000 Image.py:515(height)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'sqlite3.Connection' objects}
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:848(__len__)
       74    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      186    0.000    0.000    0.000    0.000 fromnumeric.py:2687(_max_dispatcher)
       11    0.000    0.000    0.000    0.000 patches.py:301(set_antialiased)
       16    0.000    0.000    0.000    0.000 hmac.py:117(update)
      182    0.000    0.000    0.000    0.000 fromnumeric.py:2831(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
       39    0.000    0.000    0.000    0.000 lines.py:1100(set_gapcolor)
        9    0.000    0.000    0.000    0.000 __init__.py:200(_is_internal_frame)
      231    0.000    0.000    0.000    0.000 transforms.py:1809(get_affine)
       20    0.000    0.000    0.000    0.000 markers.py:300(get_capstyle)
        2    0.000    0.000    0.000    0.000 traitlets.py:3474(validate)
       61    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.000    0.000 hmac.py:161(hexdigest)
       10    0.000    0.000    0.000    0.000 {built-in method torch._C._has_storage}
       40    0.000    0.000    0.000    0.000 transforms.py:252(y0)
      135    0.000    0.000    0.000    0.000 fromnumeric.py:195(_reshape_dispatcher)
       18    0.000    0.000    0.000    0.000 ticker.py:1737(__call__)
       80    0.000    0.000    0.000    0.000 profiler_util.py:847(<genexpr>)
       10    0.000    0.000    0.000    0.000 patches.py:473(set_joinstyle)
        3    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
       24    0.000    0.000    0.000    0.000 ticker.py:1922(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:328(__init__)
        1    0.000    0.000    0.000    0.000 serialization.py:731(__init__)
       14    0.000    0.000    0.000    0.000 _binary.py:111(o32be)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
       40    0.000    0.000    0.000    0.000 JpegImagePlugin.py:347(_accept)
       12    0.000    0.000    0.000    0.000 transforms.py:2421(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 figure.py:126(__init__)
       92    0.000    0.000    0.000    0.000 artist.py:611(get_gid)
       20    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       18    0.000    0.000    0.000    0.000 axis.py:1632(get_minor_ticks)
       92    0.000    0.000    0.000    0.000 text.py:246(_get_multialignment)
        1    0.000    0.000    0.000    0.000 figure.py:786(_add_axes_internal)
       21    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       20    0.000    0.000    0.000    0.000 BmpImagePlugin.py:51(_accept)
       57    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C.TensorBase' objects}
       40    0.000    0.000    0.000    0.000 backend_bases.py:1000(set_linewidth)
       40    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       34    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
        4    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
       18    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       41    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       38    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      148    0.000    0.000    0.000    0.000 inspect.py:3085(parameters)
       72    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       39    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
        1    0.000    0.000    0.000    0.000 colors.py:409(to_rgba_array)
        2    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
      175    0.000    0.000    0.000    0.000 typing.py:2182(cast)
       11    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        3    0.000    0.000    0.000    0.000 figure.py:2611(set_layout_engine)
     24/8    0.000    0.000    0.000    0.000 transforms.py:2397(<lambda>)
        4    0.000    0.000    0.000    0.000 pyplot.py:987(gcf)
        1    0.000    0.000    0.000    0.000 subprocess.py:1688(_get_handles)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 traitlets.py:1523(notify_change)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
       46    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(values)
        7    0.000    0.000    0.000    0.000 threading.py:1485(current_thread)
      116    0.000    0.000    0.000    0.000 text.py:292(get_transform_rotates_text)
        5    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
       48    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        5    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
        5    0.000    0.000    0.000    0.000 axis.py:848(limit_range_for_scale)
        6    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
       30    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 category.py:60(axisinfo)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        4    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HMAC' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:674(formatMessage)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1269(_process)
      118    0.000    0.000    0.000    0.000 path.py:223(codes)
        1    0.000    0.000    0.000    0.000 axis.py:739(_get_shared_axis)
       20    0.000    0.000    0.000    0.000 GifImagePlugin.py:63(_accept)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:865(sort)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 figure.py:2142(_set_artist_props)
       20    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        3    0.000    0.000    0.000    0.000 threading.py:394(notify)
       36    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       10    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
        1    0.000    0.000    0.000    0.000 function_base.py:2285(__init__)
    37/10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       15    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
        4    0.000    0.000    0.000    0.000 transforms.py:955(x0)
      108    0.000    0.000    0.000    0.000 axis.py:283(get_loc)
      108    0.000    0.000    0.000    0.000 {built-in method math.factorial}
       24    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 traitlets.py:2635(validate)
       64    0.000    0.000    0.000    0.000 artist.py:723(get_path_effects)
        1    0.000    0.000    0.000    0.000 traitlets.py:1527(_notify_observers)
       20    0.000    0.000    0.000    0.000 {built-in method torch._C._autograd.kineto_available}
       26    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
       16    0.000    0.000    0.000    0.000 queue.py:209(_qsize)
        7    0.000    0.000    0.000    0.000 __init__.py:167(check_getitem)
        6    0.000    0.000    0.000    0.000 __init__.py:968(acquire)
        3    0.000    0.000    0.000    0.000 __init__.py:462(format)
        1    0.000    0.000    0.000    0.000 serialization.py:422(_is_zipfile)
       16    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HMAC' objects}
       15    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:221(__init__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
      116    0.000    0.000    0.000    0.000 text.py:601(get_wrap)
       40    0.000    0.000    0.000    0.000 backend_agg.py:260(points_to_pixels)
       17    0.000    0.000    0.000    0.000 transforms.py:350(width)
        8    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
       66    0.000    0.000    0.000    0.000 markers.py:279(get_fillstyle)
       20    0.000    0.000    0.000    0.000 transforms.py:2786(get_affine)
        1    0.000    0.000    0.000    0.000 gridspec.py:227(__getitem__)
       24    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
       24    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       56    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
        3    0.000    0.000    0.000    0.000 __init__.py:668(usesTime)
        6    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
       92    0.000    0.000    0.000    0.000 text.py:317(get_rotation_mode)
        3    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        5    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 scale.py:707(scale_factory)
       24    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
        4    0.000    0.000    0.000    0.000 spines.py:208(register_axis)
      116    0.000    0.000    0.000    0.000 text.py:1347(get_parse_math)
       20    0.000    0.000    0.000    0.000 profiler.py:844(_trace_ready)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
       40    0.000    0.000    0.000    0.000 enum.py:1287(name)
        2    0.000    0.000    0.000    0.000 _parser.py:62(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       37    0.000    0.000    0.000    0.000 text.py:605(set_wrap)
        4    0.000    0.000    0.000    0.000 session.py:281(extract_header)
        5    0.000    0.000    0.000    0.000 text.py:1147(set_fontweight)
       27    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       68    0.000    0.000    0.000    0.000 patches.py:767(rotation_point)
        1    0.000    0.000    0.000    0.000 figure.py:3228(add_axobserver)
        4    0.000    0.000    0.000    0.000 _pylab_helpers.py:100(get_active)
        3    0.000    0.000    0.000    0.000 __init__.py:455(_format)
        8    0.000    0.000    0.000    0.000 core.py:587(filled)
        2    0.000    0.000    0.000    0.000 _base.py:852(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 ticker.py:2159(view_limits)
        1    0.000    0.000    0.000    0.000 _base.py:3750(get_ybound)
        1    0.000    0.000    0.000    0.000 figure.py:1641(sca)
       65    0.000    0.000    0.000    0.000 transforms.py:2119(get_matrix)
        1    0.000    0.000    0.000    0.000 backend_bases.py:173(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:2374(_get_ufunc_and_otypes)
       61    0.000    0.000    0.000    0.000 font_manager.py:844(set_file)
        4    0.000    0.000    0.000    0.000 iostream.py:216(_check_mp_mode)
       18    0.000    0.000    0.000    0.000 ticker.py:236(set_locs)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       10    0.000    0.000    0.000    0.000 ioloop.py:541(time)
        1    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
       92    0.000    0.000    0.000    0.000 backend_bases.py:187(close_group)
       64    0.000    0.000    0.000    0.000 axis.py:541(locator)
        2    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        7    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
       14    0.000    0.000    0.000    0.000 _parser.py:203(isword)
        4    0.000    0.000    0.000    0.000 iostream.py:725(_hooks)
       49    0.000    0.000    0.000    0.000 profiler_util.py:411(cpu_time)
       68    0.000    0.000    0.000    0.000 path.py:254(should_simplify)
       64    0.000    0.000    0.000    0.000 backend_bases.py:834(get_clip_path)
        1    0.000    0.000    0.000    0.000 serialization.py:734(__exit__)
       10    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        1    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 _base.py:3800(get_ylim)
        6    0.000    0.000    0.000    0.000 base_events.py:1894(_add_callback)
       92    0.000    0.000    0.000    0.000 backend_bases.py:180(open_group)
        1    0.000    0.000    0.000    0.000 figure.py:3125(clear)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
       13    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
        1    0.000    0.000    0.000    0.000 _base.py:2441(add_container)
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        6    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
       64    0.000    0.000    0.000    0.000 backend_bases.py:849(get_dashes)
        2    0.000    0.000    0.000    0.000 traitlets.py:3624(validate_elements)
       68    0.000    0.000    0.000    0.000 path.py:242(simplify_threshold)
        3    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
        2    0.000    0.000    0.000    0.000 transforms.py:2190(__init__)
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       54    0.000    0.000    0.000    0.000 axis.py:552(formatter)
       64    0.000    0.000    0.000    0.000 backend_bases.py:1004(set_url)
       70    0.000    0.000    0.000    0.000 axis.py:355(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:170(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:1761(set_box_aspect)
        4    0.000    0.000    0.000    0.000 serialization.py:1820(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:314(add_text)
        3    0.000    0.000    0.000    0.000 __init__.py:447(usesTime)
       40    0.000    0.000    0.000    0.000 artist.py:664(get_sketch_params)
       13    0.000    0.000    0.000    0.000 colors.py:234(_has_alpha_channel)
        1    0.000    0.000    0.000    0.000 container.py:68(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       64    0.000    0.000    0.000    0.000 backend_bases.py:886(get_snap)
        7    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
       21    0.000    0.000    0.000    0.000 Image.py:315(preinit)
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 transforms.py:965(x1)
        7    0.000    0.000    0.000    0.000 spines.py:594(__len__)
        1    0.000    0.000    0.000    0.000 history.py:820(_writeout_output_cache)
        6    0.000    0.000    0.000    0.000 __init__.py:975(release)
        1    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        3    0.000    0.000    0.000    0.000 {built-in method posix.close}
       14    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        3    0.000    0.000    0.000    0.000 figure.py:105(current)
        9    0.000    0.000    0.000    0.000 events.py:127(__lt__)
        1    0.000    0.000    0.000    0.000 events.py:155(cancel)
       10    0.000    0.000    0.000    0.000 {method 'stride' of 'torch._C.TensorBase' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       80    0.000    0.000    0.000    0.000 profiler_util.py:816(<genexpr>)
        8    0.000    0.000    0.000    0.000 jsonutil.py:38(_ensure_tzinfo)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       64    0.000    0.000    0.000    0.000 backend_bases.py:1038(get_hatch_color)
       44    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
       20    0.000    0.000    0.000    0.000 path.py:734(unit_rectangle)
        8    0.000    0.000    0.000    0.000 spines.py:591(__iter__)
       80    0.000    0.000    0.000    0.000 profiler_util.py:817(<genexpr>)
       20    0.000    0.000    0.000    0.000 ImageFile.py:254(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
       31    0.000    0.000    0.000    0.000 zmqstream.py:562(receiving)
       80    0.000    0.000    0.000    0.000 profiler_util.py:904(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyplot.py:439(_warn_if_gui_out_of_main_thread)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        4    0.000    0.000    0.000    0.000 iostream.py:213(_is_master_process)
        1    0.000    0.000    0.000    0.000 figure.py:977(clear)
       64    0.000    0.000    0.000    0.000 backend_bases.py:1027(get_hatch)
        4    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
       16    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
       64    0.000    0.000    0.000    0.000 backend_bases.py:1046(get_hatch_linewidth)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:960(y0)
       64    0.000    0.000    0.000    0.000 backend_bases.py:1050(get_sketch_params)
        1    0.000    0.000    0.000    0.000 std.py:113(__exit__)
        3    0.000    0.000    0.000    0.000 pyplot.py:270(_get_backend_mod)
        1    0.000    0.000    0.000    0.000 pyplot.py:469(draw_if_interactive)
        2    0.000    0.000    0.000    0.000 figure.py:228(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
       64    0.000    0.000    0.000    0.000 backend_bases.py:807(restore)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2416(_all_dispatcher)
       10    0.000    0.000    0.000    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
       24    0.000    0.000    0.000    0.000 backend_agg.py:246(get_canvas_width_height)
        4    0.000    0.000    0.000    0.000 storage.py:1540(_get_dtype_from_pickle_storage_type)
       40    0.000    0.000    0.000    0.000 backend_bases.py:1012(set_snap)
        1    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
       10    0.000    0.000    0.000    0.000 {method 'is_conj' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 axis.py:1925(set_pickradius)
        2    0.000    0.000    0.000    0.000 _parser.py:395(__init__)
        8    0.000    0.000    0.000    0.000 axis.py:1590(get_major_locator)
       21    0.000    0.000    0.000    0.000 ImageFile.py:88(_tilesort)
       33    0.000    0.000    0.000    0.000 cbook.py:1633(<lambda>)
        1    0.000    0.000    0.000    0.000 pyplot.py:1023(get_fignums)
        1    0.000    0.000    0.000    0.000 backend_agg.py:86(_update_methods)
       30    0.000    0.000    0.000    0.000 text.py:898(get_position)
        8    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:185(keys)
       20    0.000    0.000    0.000    0.000 distributed_c10d.py:600(default_pg)
        1    0.000    0.000    0.000    0.000 transforms.py:2634(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:990(intervaly)
        1    0.000    0.000    0.000    0.000 _base.py:1483(lines)
        1    0.000    0.000    0.000    0.000 platform.py:1151(python_version)
        6    0.000    0.000    0.000    0.000 _base.py:2898(<genexpr>)
        6    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1310(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        6    0.000    0.000    0.000    0.000 __init__.py:831(filter)
       24    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.frompyfunc}
        1    0.000    0.000    0.000    0.000 std.py:106(release)
        4    0.000    0.000    0.000    0.000 figure.py:2736(axes)
        3    0.000    0.000    0.000    0.000 axis.py:2498(get_minpos)
        1    0.000    0.000    0.000    0.000 contextlib.py:530(callback)
        4    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
        9    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        5    0.000    0.000    0.000    0.000 transforms.py:1066(mutatedx)
       39    0.000    0.000    0.000    0.000 markers.py:458(_set_nothing)
       10    0.000    0.000    0.000    0.000 {method 'storage_offset' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.000    0.000 ticker.py:672(get_offset)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 backend_bases.py:939(set_dashes)
        1    0.000    0.000    0.000    0.000 std.py:760(get_lock)
        1    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
       20    0.000    0.000    0.000    0.000 ImageFile.py:322(load_end)
        7    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
       22    0.000    0.000    0.000    0.000 threading.py:601(is_set)
       18    0.000    0.000    0.000    0.000 axis.py:755(get_remove_overlapping_locs)
       12    0.000    0.000    0.000    0.000 ticker.py:190(set_axis)
        6    0.000    0.000    0.000    0.000 axis.py:545(locator)
       10    0.000    0.000    0.000    0.000 {method 'is_neg' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2096(_clip_dispatcher)
       19    0.000    0.000    0.000    0.000 extension.py:37(_has_ops)
        1    0.000    0.000    0.000    0.000 linalg.py:159(_commonType)
        1    0.000    0.000    0.000    0.000 contextlib.py:543(_push_cm_exit)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        6    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 figure.py:1693(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       20    0.000    0.000    0.000    0.000 markers.py:383(get_snap_threshold)
        1    0.000    0.000    0.000    0.000 base_events.py:447(create_future)
        4    0.000    0.000    0.000    0.000 figure.py:227(<genexpr>)
        4    0.000    0.000    0.000    0.000 path.py:344(__len__)
        3    0.000    0.000    0.000    0.000 __init__.py:129(getLevelName)
        1    0.000    0.000    0.000    0.000 platform.py:1041(_sys_version)
       42    0.000    0.000    0.000    0.000 enum.py:1273(__deepcopy__)
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 axis.py:1755(have_units)
